test_donor,seed,scenario,n_masked_proteins,mask_seed,mask_source,masked_proteins
P6,42,random_50,112,336425,legacy_v33_deterministic_feature_mask,CD80|CD86|CD273|CD275-1|CD11b-1|CD155|CD112|CD47|CD70|CD3-1|CD8|CD45-1|CD11c|CD34|CD138-1|CD90|CD117|CD201|CD194|CD4-2|CD8a|CD56-2|CD25|CD45RO|Rat-IgG2b|CD335|CD31|Podoplanin|CD140a|CD140b|Cadherin|CD324|CD195|CD185|CD103|CD69|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD11b-2|CD64|CD314|CD35|CD366|CD278|CD96|CD39|CD178|CX3CR1|Siglec-8|CD206|Integrin-7|CD42b|CD54|CD62P|CD119|Rat-IgG1-1|Rat-IgG1-2|CD102|CD122|CD267|CD62E|CD43|CD163|CD83|CD357|CD59|CD124|CD184|CD29|CD49b|CD98|CD55|CD18|TSLPR|CD127|CD45-2|CD22|CD71|CD193|CD144|CD207|CD304|CD36|CD85g|CD38-2|CD243|MERTK|CD338|CD49a|TCR-V-7.2|TCR-V-2|CD354|CD202b|CD203c|CD110|CD186|CD226|CD205|CD11a/CD18|CD164|CD307c/FcRL3|CD307d|CD99|CLEC12A|CD161|CD199|VEGFR-3|CLEC2
P6,42,random_70,157,336427,legacy_v33_deterministic_feature_mask,CD86|CD274|CD275-1|CD11b-1|CD252|CD155|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD56-1|CD45-1|CD19|CD11c|CD34|CD269|CD117|CD45RA|CD123|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|Podoplanin|CD140b|CD340|CD324|TCR-1|CD195|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD134|CD11b-2|CD1d|CD57|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD79b|CD244|CD235ab|CD169|XCR1|CD54|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|CD192|CD122|CD267|CD62E|CD135|CD41|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD2|CD29|CD49b|CD81|CD177|CD55|CD28|TSLPR|CD38-1|CD45-2|CD15|CD22|CD26-1|CD115|CD144|CD301|CD1a|CD63|CD284|CD36|CD172a|CD85g|CD243|CD72|MERTK|TIM-4|CD171|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD73|CD9|TCR-V-9|TCR-V-24-J-18|CD202b|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD226|CD205|CD109|CD11a/CD18|CD142|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P6,42,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P6,42,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P6,42,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P6,42,random_size_matched_6,6,826421,random_feature_name_only_size_matched_to_targeted_mask,CD52|CD68|CD41|TSLPR|CD338|CD73
P6,42,random_size_matched_15,15,826422,random_feature_name_only_size_matched_to_targeted_mask,CD44-1|CD140a|TCR-1|CX3CR1|CD206|Notch-1|CD62P|CD29|CD127|CD45-2|CD15|CD172a|Folate|CD171|CD337
P6,43,full,0,,legacy_v33_deterministic_feature_mask,
P6,43,random_10,22,336431,legacy_v33_deterministic_feature_mask,CD80|CD274|Galectin-9|CD112|CD56-2|CD25|Podoplanin|Cadherin|CD141|CD57|CD66a/c/e|CD244|CD43|IgD|B7-H4|CD93|CD49a|TCR-V-7.2|CD110|CD337|CD99|CD271
P6,43,random_30,67,336433,legacy_v33_deterministic_feature_mask,CD270|CD252|CD47|CD30|CD4-1|CD45-1|CD19|CD34|CD138-1|CD269|CD45RA|CD123|CD56-2|CD279|CD20|CD44-2|Podoplanin|Cadherin|CD146|TCR-1|CD195|CD196|CD107a|HLA-DR|CD64|CD366|CD278|CD96|CD79b|CD169|Integrin-7|CD62P|CD83|CD309|CD124|CD29|CD81|CD18|CD28|CD193|CD115|CD1a|CD207|CD36|CD85g|CD72|TIM-4|CD171|CD325|CD200|CD235a|CD49a|CD73|TCR-V-7.2|CD305|LOX-1|CD203c|CD110|CD337|CD126|CD164|CD307c/FcRL3|CD307e|CCR10|CD271|CD199|CD46
P6,43,random_50,112,336435,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD252|CD70|CD30|CD48|CD40|CD52|CD8|CD56-1|CD45-1|CD3-2|CD34|CD138-1|CD90|CD45RA|CD123|CD201|CD194|CD44-1|CD8a|CD14|CD45RO|CD279|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD140a|IgM|TCR-1|CD103|CD69|CD107a|CD95|HLA-DR|CD64|CD141|CD66b|CD57|CD272|CD278|CX3CR1|CD24|CD21|CD66a/c/e|CD244|CD235ab|CD370|XCR1|CD54|CD62P|Notch-2|Rat-IgG1-2|CD102|CD106|CD267|CD62E|CD163|CD357|CD59|CD13|CD2|CD49b|CD61|CD98|CD177|CD55|TSLPR|CD71|CD115|CD204|CD144|CD301|CD207|CD63|CD304|CD36|CD172a|CD38-2|MERTK|TIM-4|CD171|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD73|CD79a|CD9|TCR-V-7.2|CD305|LOX-1|CD110|CD337|CD186|CD109|CD11a/CD18|CD126|CD319|CD99|CLEC12A|CD161|CCR10|CD199|CD46|CD26-2
P6,43,random_70,157,336437,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD155|CD47|CD70|CD48|CD40|CD154|CD52|CD56-1|CD45-1|CD19|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD105|CD201|CD194|CD8a|CD14|CD56-2|CD45RO|CD279|CD20|CD335|CD44-2|CD133-1|CD140a|CD140b|Cadherin|CD146|CD324|TCR-1|CD195|CD185|CD69|CD223|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD366|CD272|CD275-2|CD39|CD178|CX3CR1|CD24|CD66a/c/e|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD119|CD68|Rat-IgG1-1|Rag-IgG2c|CD102|CD106|CD62E|CD135|CD137|CD43|CD163|CD83|CD124|CD13|CD184|CD2|CD49b|CD61|CD81|CD98|CD177|CD55|CD18|TSLPR|CD127|CD45-2|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD63|CD36|CD38-2|CD72|MERTK|TIM-4|CD171|CD200|CD338|C5L2|CD235a|CD49d|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD164|CD307c/FcRL3|CD307e|CD319|CD138-2|CLEC12A|CD16|CD161|CCR10|GP130|CD199|VEGFR-3|CLEC2|CD26-2
P6,43,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P6,43,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P6,43,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P6,43,random_size_matched_6,6,826431,random_feature_name_only_size_matched_to_targeted_mask,CD275-1|CD20|CD107a|CD122|CD137|MERTK
P6,43,random_size_matched_15,15,826432,random_feature_name_only_size_matched_to_targeted_mask,CD274|CD40|CD45RA|CD324|CD169|CD106|CD62E|CD309|CD61|CD207|CD36|TCR-V-2|CD142|CD138-2|CD45RB
P7,41,full,0,,legacy_v33_deterministic_feature_mask,
P7,41,random_10,22,337411,legacy_v33_deterministic_feature_mask,CD273|CD269|CD201|CD20|CD335|CD294|CD95|CD366|CD272|Notch-1|CD62P|CD102|B7-H4|CD26-1|CD301|CD304|CD338|TCR-V-2|CD209|CD126|CD307d|CD307e
P7,41,random_30,67,337413,legacy_v33_deterministic_feature_mask,CD11b-1|Galectin-9|CD47|CD30|CD154|CD52|CD8|CD34|CD117|CD201|CD4-2|CD14|CD45RO|TIGIT|CD31|CD133-1|CD146|CD196|CD185|CD103|CD152|HLA-DR|CD1d|CD314|CD66b|CD35|CD96|CD24|CD244|Siglec-8|XCR1|CD42b|CD54|CD68|CD102|CD83|CD184|CD29|CD81|CD98|CD18|CD71|B7-H4|CD193|CD144|CD301|CD1a|CD63|CD36|CD85g|CD72|Folate|TIM-4|CD235a|CD79a|CD9|CD354|CD133-2|CD209|CD337|CD164|CD307e|CD138-2|CCR10|CD199|CD45RB|CD46
P7,41,random_50,112,337415,legacy_v33_deterministic_feature_mask,CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD112|CD48|CD40|CD154|CD52|CD4-1|CD56-1|CD45-1|CD19|CD11c|CD138-1|CD269|CD117|CD201|CD44-1|CD56-2|CD25|Rat-IgG2b|CD20|CD335|CD31|CD44-2|CD133-1|CD140a|CD140b|Cadherin|CD340|CD146|IgM|CD196|CD185|CD223|CD107a|HLA-DR|CD1d|CD314|CD35|CD57|CD272|CD278|CD275-2|CD96|CD178|CD24|CD21|CD169|CD268|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|CD102|CD135|CD43|CD59|CD309|CD13|CD2|CD29|CD49b|CD98|CD177|CD28|TSLPR|CD45-2|CD22|CD71|B7-H4|CD193|CD144|CD301|CD1a|CD207|CD63|CD36|CD38-2|CD243|CD72|CD93|CD200|CD338|C5L2|CD49a|CD49d|CD73|TCR-V-7.2|TCR-V-2|CD202b|CD209|CD110|CD253|CD186|CD205|CD109|CD126|CD164|CD307c/FcRL3|CD307d|CD307e|CD319|CD271|GP130|CD199|CD45RB|VEGFR-3
P7,41,random_70,157,337417,legacy_v33_deterministic_feature_mask,CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD48|CD40|CD154|CD52|CD3-1|CD8|CD56-1|CD45-1|CD3-2|CD11c|CD34|CD90|CD117|CD45RA|CD123|CD105|CD201|CD44-1|CD8a|CD14|CD25|TIGIT|Rat-IgG2b|CD20|CD335|CD133-1|Podoplanin|CD140b|CD340|CD324|IgM|CD185|CD69|CD152|CD223|CD27|CD107a|CD134|HLA-DR|CD1c|CD141|CD1d|CD314|CD66b|CD35|CD366|CD272|CD278|CX3CR1|CD24|CD79b|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|Notch-2|Rat-IgG1-1|CD192|CD102|CD106|CD267|CD62E|CD41|CD137|CD43|CD163|CD83|CD59|CD309|CD124|CD184|CD2|CD303|CD61|CD81|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD71|B7-H4|CD193|CD115|CD301|CD1a|CD63|CD284|CD36|CD172a|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD49a|CD49d|CD73|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD305|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD226|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD99|CLEC12A|CD161|CCR10|CD271|GP130|CD45RB|CD46|VEGFR-3
P7,41,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P7,41,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P7,41,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P7,41,random_size_matched_6,6,827411,random_feature_name_only_size_matched_to_targeted_mask,CD294|CD64|CD1d|CX3CR1|CD144|CD203c
P7,41,random_size_matched_15,15,827412,random_feature_name_only_size_matched_to_targeted_mask,CD201|CD335|CD340|TCR-1|CD27|CD57|CD66a/c/e|CD119|CD28|CD71|CD193|CD338|CD305|CD253|CD26-2
P7,42,full,0,,legacy_v33_deterministic_feature_mask,
P7,42,random_10,22,337421,legacy_v33_deterministic_feature_mask,CD40|CD52|CD11c|HLA-DR|CD35|CD278|CD66a/c/e|CD169|CD42b|CD54|CD124|CD13|CD2|CD303|CD81|CD98|CD45-2|C5L2|CD202b|CD209|CD319|CD46
P7,42,random_30,67,337423,legacy_v33_deterministic_feature_mask,CD86|CD11b-1|Galectin-9|CD252|CD48|CD40|CD52|CD4-1|CD8|CD56-1|CD34|CD45RA|CD14|CD25|CD279|CD294|Podoplanin|CD140a|CD140b|CD146|IgM|CD195|CD223|CD1d|CD278|Notch-1|Integrin-7|CD268|CD62P|TCR-2|Rag-IgG2c|CD192|CD135|CD163|CD309|CD124|CD2|CD29|CD49b|CD55|CD28|CD15|CD193|CD301|CD1a|CD85g|CD72|CD171|CD200|CD235a|CD49d|CD79a|CD9|TCR-V-7.2|TCR-V-2|CD202b|LOX-1|CD209|CD110|CD337|CD253|CD205|CD164|CD307c/FcRL3|CLEC12A|CD161|CD199
P7,42,random_50,112,337425,legacy_v33_deterministic_feature_mask,CD274|CD273|CD275-1|Galectin-9|CD270|CD47|CD70|CD30|CD3-1|CD8|CD45-1|CD19|CD11c|CD138-1|CD90|CD117|CD105|CD201|CD194|CD14|CD56-2|CD25|CD45RO|CD335|CD44-2|CD133-1|Podoplanin|CD140b|CD146|CD195|CD103|CD69|CD152|CD223|CD27|CD1c|CD11b-2|CD1d|CD314|CD35|CD366|CD272|CD278|CD39|CD24|CD79b|CD66a/c/e|CD206|CD370|XCR1|Notch-1|CD42b|Notch-2|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD106|CD122|CD41|CD137|CD43|CD83|CD357|CD59|CD2|CD49b|CD61|CD81|CD98|CD18|CD28|CD38-1|CD45-2|CD26-1|CD193|CD115|CD1a|CD284|CD36|CD85g|CD243|CD72|Folate|TIM-4|CD325|CD200|CD338|C5L2|CD73|CD354|CD202b|CD133-2|CD209|CD110|CD337|CD186|CD226|CD11a/CD18|CD126|CD164|CD142|CD307d|CD307e|CD138-2|CD99|CLEC12A|CD161|GP130|CD199|CD45RB|VEGFR-3|CD26-2
P7,42,random_70,157,337427,legacy_v33_deterministic_feature_mask,CD86|CD273|CD275-1|CD11b-1|Galectin-9|CD155|CD112|CD70|CD48|CD40|CD3-1|CD4-1|CD8|CD3-2|CD19|CD269|CD90|CD117|CD123|CD105|CD194|CD4-2|CD44-1|CD25|CD45RO|TIGIT|Rat-IgG2b|CD20|CD294|CD31|CD133-1|Podoplanin|CD140a|Cadherin|CD340|CD146|CD324|CD196|CD69|CD152|CD223|CD27|CD95|HLA-DR|CD11b-2|CD64|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD39|CD178|CX3CR1|CD21|CD79b|CD66a/c/e|CD244|CD235ab|CD206|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|CD192|CD102|CD267|CD135|CD41|CD137|CD43|CD83|CD357|CD59|CD124|CD13|CD184|CD2|CD303|CD49b|CD61|CD81|CD177|IgD|CD18|CD28|CD38-1|CD127|CD22|B7-H4|CD193|CD204|CD144|CD1a|CD63|CD284|CD304|CD36|CD85g|CD38-2|CD243|CD72|Folate|TIM-4|CD171|CD325|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-2|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD337|CD186|CD226|CD205|CD11a/CD18|CD126|CD164|CD307c/FcRL3|CD307d|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P7,42,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P7,42,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P7,42,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P7,42,random_size_matched_6,6,827421,random_feature_name_only_size_matched_to_targeted_mask,CD80|CD275-1|TCR-1|CD303|CD38-1|CD1a
P7,42,random_size_matched_15,15,827422,random_feature_name_only_size_matched_to_targeted_mask,CD274|CD90|CD56-2|CD27|CD134|XCR1|Notch-1|Integrin-7|CD29|CD177|CD204|CD301|CD304|Folate|CD99
P7,43,full,0,,legacy_v33_deterministic_feature_mask,
P7,43,random_10,22,337431,legacy_v33_deterministic_feature_mask,CD86|CD47|CD117|CD45RA|CD25|CD140b|TCR-1|CD107a|CD39|TCR-2|CD137|CD163|CD2|CD303|IgD|CD71|CD193|CD144|CD304|CD325|CD49d|TCR-V-2
P7,43,random_30,67,337433,legacy_v33_deterministic_feature_mask,CD86|CD275-1|CD155|CD47|CD56-1|CD194|CD44-1|CD14|CD279|Rat-IgG2b|CD20|CD294|CD133-1|CD27|CD107a|CD95|CD134|CD141|CD1d|CD35|CD366|CD275-2|CD39|CD244|CD206|Notch-1|Integrin-7|CD119|Notch-2|Rat-IgG1-2|Rag-IgG2c|CD102|CD62E|CD43|CD163|CD59|CD309|CD61|CD127|CD15|CD22|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD1a|CD207|TIM-4|CD171|CD338|CD79a|CD305|CD133-2|CD110|CD205|CD11a/CD18|CD126|CD307c/FcRL3|CD319|CLEC12A|GP130|CD45RB|CD46|VEGFR-3|CD26-2
